id_utilisateur,id_concert,note,commentaire
912,481,3,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
878,977,3,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
978,826,1,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
472,101,3,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
736,310,3,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
262,45,3,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
219,311,5,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
721,307,3,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
548,899,5,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
809,972,2,ac nulla sed vel enim sit amet nunc viverra dapibus
801,818,4,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
218,353,2,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
872,107,1,nulla dapibus dolor vel est donec odio justo sollicitudin ut
190,191,4,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
816,522,5,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
996,339,1,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
513,220,5,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
840,92,1,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
45,943,5,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
548,669,5,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
431,271,4,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
332,550,2,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
818,507,1,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
849,216,1,erat eros viverra eget congue eget semper rutrum nulla nunc
632,123,2,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
634,545,5,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
575,513,4,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
588,354,1,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
775,397,3,vestibulum quam sapien varius ut blandit non interdum in ante
53,861,1,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
323,744,5,sed accumsan felis ut at dolor quis odio consequat varius
231,970,2,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
572,479,4,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
984,896,4,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
619,452,3,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
653,364,3,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
255,282,4,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
469,612,4,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
655,924,2,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
320,181,5,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
66,880,1,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
38,2,1,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
158,713,1,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
935,1000,2,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
440,321,3,viverra eget congue eget semper rutrum nulla nunc purus phasellus in
360,124,4,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
180,372,3,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
368,382,5,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
726,973,1,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
240,239,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
166,824,1,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
278,775,1,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
576,459,2,in faucibus orci luctus et ultrices posuere cubilia curae duis
875,951,2,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
776,516,3,pede ullamcorper augue a suscipit nulla elit ac nulla sed
125,441,1,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
511,991,3,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
55,803,2,nulla nunc purus phasellus in felis donec semper sapien a libero
16,589,5,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
385,422,1,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
628,776,5,proin at turpis a pede posuere nonummy integer non velit donec
488,333,4,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
311,436,3,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
911,111,4,volutpat in congue etiam justo etiam pretium iaculis justo in
48,740,5,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
641,305,5,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
974,388,5,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
8,818,1,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
95,511,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
57,30,2,diam id ornare imperdiet sapien urna pretium nisl ut volutpat
946,33,5,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
269,750,1,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
719,763,4,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
725,820,3,convallis nulla neque libero convallis eget eleifend luctus ultricies eu
94,159,3,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
35,39,1,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
956,684,5,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
393,909,4,nulla tellus in sagittis dui vel nisl duis ac nibh
675,384,5,ac neque duis bibendum morbi non quam nec dui luctus rutrum
32,669,1,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
442,780,5,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
520,665,1,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
845,522,3,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
422,96,4,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
987,935,2,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
968,916,1,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
849,53,4,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
433,600,3,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
122,738,5,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
868,754,2,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
901,774,3,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
140,38,2,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
281,594,5,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
298,143,1,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
363,975,5,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
601,455,5,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
515,484,2,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
328,174,4,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
849,530,3,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
540,109,5,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
257,94,2,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
801,660,5,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
910,839,1,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
799,249,2,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
415,601,3,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
758,104,3,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
1000,823,5,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
277,425,4,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
253,664,2,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
521,859,5,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
729,392,2,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
566,458,4,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
318,170,5,felis ut at dolor quis odio consequat varius integer ac
490,677,2,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
210,81,2,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
392,16,5,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
864,291,1,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
415,101,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
436,816,2,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
552,338,1,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
384,879,2,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
940,434,5,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
210,224,3,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
512,308,1,at turpis a pede posuere nonummy integer non velit donec diam
846,658,4,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
465,201,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
856,546,3,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
29,1,5,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
249,50,5,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
176,232,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
44,990,2,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
362,769,4,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
883,308,4,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
801,502,5,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
475,571,4,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
104,784,2,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
235,19,5,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
107,510,2,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
308,618,2,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
41,911,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
921,698,2,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
434,47,3,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
738,892,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
373,680,2,ante ipsum primis in faucibus orci luctus et ultrices posuere
701,573,5,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in
817,465,2,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
903,952,5,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
312,867,4,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
772,429,5,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
535,240,4,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
273,514,5,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
586,301,4,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
314,247,5,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
386,63,3,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
379,978,4,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
929,9,5,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
844,685,5,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
744,484,4,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
549,262,3,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
159,173,2,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
912,991,2,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
688,674,5,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
246,195,1,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
88,545,4,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
58,538,1,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
55,13,3,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
673,71,1,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
379,517,2,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
507,497,4,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
299,537,5,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
5,841,5,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
111,39,2,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
730,557,5,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
531,466,4,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
171,229,5,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
944,794,4,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
481,180,4,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
503,911,1,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
535,658,5,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
742,986,5,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
72,650,1,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
23,315,3,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
210,88,2,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
505,156,5,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
621,804,5,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
445,722,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
424,880,5,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
65,936,3,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
449,931,5,cursus urna ut tellus nulla ut erat id mauris vulputate
867,577,2,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
429,866,4,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
156,602,2,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
394,915,3,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
459,366,4,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
433,406,3,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
787,852,1,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
736,25,5,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
282,604,5,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
498,199,3,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
487,555,4,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
766,583,3,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
735,823,3,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
752,906,2,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
799,234,4,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
244,444,5,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
809,684,5,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
777,325,5,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
380,7,3,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
836,869,1,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
504,511,5,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
517,651,1,sit amet justo morbi ut odio cras mi pede malesuada
835,537,4,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
222,905,2,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
692,125,4,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
533,503,5,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
404,325,4,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
304,66,5,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
213,30,4,ut nulla sed accumsan felis ut at dolor quis odio
698,762,3,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
298,529,3,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
828,936,3,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
40,188,1,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
426,498,1,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
933,375,2,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
597,33,3,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
203,14,1,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
943,231,1,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
984,353,2,ac leo pellentesque ultrices mattis odio donec vitae nisi nam
46,693,2,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
361,76,4,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
65,630,4,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
950,82,3,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
719,120,1,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
901,533,2,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
600,64,3,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
208,799,1,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
924,974,4,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
889,726,5,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
466,731,2,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
159,408,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
910,643,3,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
432,300,2,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
395,161,5,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
555,403,4,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
352,586,5,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
847,862,1,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
456,376,4,mi nulla ac enim in tempor turpis nec euismod scelerisque
641,824,2,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
253,741,5,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
777,585,5,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
682,967,2,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
570,908,1,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
721,118,2,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
9,848,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
500,115,1,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
551,135,4,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
749,380,5,est congue elementum in hac habitasse platea dictumst morbi vestibulum
233,96,1,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
794,986,3,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
906,307,4,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
757,974,3,sed nisl nunc rhoncus dui vel sem sed sagittis nam
711,417,2,tellus in sagittis dui vel nisl duis ac nibh fusce
908,642,4,ac diam cras pellentesque volutpat dui maecenas tristique est et
518,542,4,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
26,186,5,purus phasellus in felis donec semper sapien a libero nam
671,444,1,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
349,709,4,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
546,953,3,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
237,939,5,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
973,327,4,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
105,745,2,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
167,37,2,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
817,513,2,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
998,902,4,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
362,914,5,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
657,64,1,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
329,309,5,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
595,525,3,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
996,877,1,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
353,336,4,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
814,151,5,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
31,609,5,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
420,980,2,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
665,607,4,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
227,287,2,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
275,580,1,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
967,223,2,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
933,75,1,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
547,575,2,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
179,775,4,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
94,779,4,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
695,822,5,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
