id_utilisateur,id_lieu,note,commentaire
306,385,4,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
191,950,4,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
269,849,1,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
38,493,1,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
429,713,3,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
186,480,5,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
812,140,1,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
372,436,5,nunc proin at turpis a pede posuere nonummy integer non velit donec diam
531,108,2,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
673,292,5,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
411,581,5,fermentum donec ut mauris eget massa tempor convallis nulla neque
249,416,5,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
386,226,1,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
945,430,4,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
242,742,1,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
916,160,1,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
761,817,5,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
688,208,4,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
264,275,5,amet justo morbi ut odio cras mi pede malesuada in imperdiet
761,480,5,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
6,44,4,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
779,320,1,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
200,232,2,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
953,430,4,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
804,674,5,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
302,287,3,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
764,721,3,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
164,51,4,accumsan tellus nisi eu orci mauris lacinia sapien quis libero
885,70,4,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
348,681,3,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
46,609,1,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
374,246,3,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
852,909,4,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
967,903,2,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
414,253,4,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
613,350,4,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
92,270,5,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
341,609,3,donec ut mauris eget massa tempor convallis nulla neque libero
709,923,2,justo etiam pretium iaculis justo in hac habitasse platea dictumst
126,18,3,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
624,755,3,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
905,244,5,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
828,495,1,fermentum justo nec condimentum neque sapien placerat ante nulla justo
910,683,1,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
418,519,5,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
15,903,5,praesent lectus vestibulum quam sapien varius ut blandit non interdum in
293,774,1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
100,141,1,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
407,550,3,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
946,145,3,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
834,123,5,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
784,216,1,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
686,208,1,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
976,247,2,sed interdum venenatis turpis enim blandit mi in porttitor pede justo
620,414,2,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
933,397,3,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
864,49,5,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
69,619,2,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
222,139,3,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
802,681,1,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
248,527,1,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
448,200,3,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
801,353,4,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
324,83,1,suspendisse ornare consequat lectus in est risus auctor sed tristique
738,637,2,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
950,717,2,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue
623,663,4,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
307,490,4,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
77,937,3,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
543,24,2,felis sed interdum venenatis turpis enim blandit mi in porttitor
75,702,1,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
282,524,3,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
32,357,4,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
141,936,1,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
826,720,4,auctor sed tristique in tempus sit amet sem fusce consequat nulla
624,930,5,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
272,580,1,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
274,225,3,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
114,584,3,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
380,649,1,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
566,634,2,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
253,202,1,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
659,372,4,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
725,548,2,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
305,169,1,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
623,311,3,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
859,58,5,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
775,561,1,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
34,594,1,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
631,185,1,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
268,866,4,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
770,896,3,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
86,508,3,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
640,694,1,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
99,951,2,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
647,320,1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
991,301,2,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
808,373,1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
684,449,3,tortor sollicitudin mi sit amet lobortis sapien sapien non mi
21,222,2,venenatis turpis enim blandit mi in porttitor pede justo eu
889,427,1,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
108,129,3,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
923,308,1,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
202,82,1,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
154,342,1,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
543,672,5,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
578,655,3,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
692,191,4,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
907,705,1,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
266,715,1,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
135,37,3,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
978,784,3,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
586,22,3,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
433,756,2,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
786,974,5,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
344,525,5,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
548,58,3,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
314,72,5,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
416,372,4,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
182,152,2,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
555,757,5,nulla elit ac nulla sed vel enim sit amet nunc
749,694,3,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
77,811,5,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
45,260,1,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
901,38,5,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
777,72,2,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
643,59,4,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
473,680,3,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
801,28,3,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
150,34,2,in faucibus orci luctus et ultrices posuere cubilia curae donec
785,971,4,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
873,826,4,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
93,79,4,non quam nec dui luctus rutrum nulla tellus in sagittis dui
964,377,4,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
581,243,1,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
717,455,3,porttitor lorem id ligula suspendisse ornare consequat lectus in est
597,914,4,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
358,905,1,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
759,483,2,sapien sapien non mi integer ac neque duis bibendum morbi non
231,808,5,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
980,770,5,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
22,281,4,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
699,756,3,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
523,758,2,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
773,150,2,augue aliquam erat volutpat in congue etiam justo etiam pretium
292,84,4,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
385,510,4,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
754,999,1,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
463,488,5,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
871,833,3,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
749,80,3,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
139,962,3,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
795,48,1,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
26,723,2,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
755,202,4,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
641,245,1,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
862,331,5,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
854,174,3,congue etiam justo etiam pretium iaculis justo in hac habitasse
507,336,5,donec ut mauris eget massa tempor convallis nulla neque libero
394,237,5,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
992,215,2,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
98,574,2,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
535,947,2,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
827,654,3,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
378,436,1,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
640,110,2,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
8,84,4,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
317,227,5,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
403,395,4,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
727,284,1,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
762,114,5,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
816,338,3,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
928,231,3,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
466,875,5,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
377,432,2,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
714,824,4,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
679,236,4,semper porta volutpat quam pede lobortis ligula sit amet eleifend
864,614,1,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
903,3,4,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
978,482,4,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
625,822,3,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
719,421,4,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
728,670,3,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
890,479,3,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
987,255,3,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
395,904,4,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
356,815,2,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
899,18,3,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
733,502,2,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
741,217,4,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
254,327,2,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
318,745,1,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
778,571,1,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
475,205,2,dapibus duis at velit eu est congue elementum in hac habitasse platea
623,89,5,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
720,537,2,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
722,257,2,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
490,494,5,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
859,785,1,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
261,704,5,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
219,318,1,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
153,851,3,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
473,873,1,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
840,94,5,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
259,832,2,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
163,476,4,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
62,188,3,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
808,612,5,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
326,342,4,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
113,354,4,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
208,33,3,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
477,602,4,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
138,387,3,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
600,147,5,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
289,665,1,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
104,877,5,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
960,261,1,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
713,58,5,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
69,301,5,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
446,363,4,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
311,914,3,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
199,116,3,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
276,934,4,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
674,851,1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
280,577,3,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
629,99,2,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
18,996,3,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
562,525,3,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
578,226,3,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
507,871,4,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
856,599,3,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
861,751,3,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
161,884,2,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
845,218,4,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
802,621,3,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
871,196,2,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
281,248,2,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
578,168,4,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
708,464,2,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
725,337,2,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
311,735,1,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
629,829,1,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
361,213,3,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
505,894,2,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
870,716,1,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
582,922,4,ligula nec sem duis aliquam convallis nunc proin at turpis a pede
19,12,4,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
102,653,1,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
920,698,5,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
954,717,1,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
963,291,5,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
556,710,4,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
334,395,2,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
273,478,1,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
44,110,3,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
665,426,4,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
254,511,1,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
126,688,5,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
516,867,2,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
47,698,4,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
785,105,3,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
773,932,2,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
572,384,4,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
268,408,2,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
990,153,5,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
827,366,1,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
424,512,4,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
732,14,3,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
142,834,1,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
922,80,5,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
612,379,3,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
318,5,2,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
670,167,3,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
374,561,5,quam pede lobortis ligula sit amet eleifend pede libero quis orci
941,693,1,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
238,349,1,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
296,944,4,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
925,87,3,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
90,127,3,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
723,25,5,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
906,553,4,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
731,579,3,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
880,203,3,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
361,511,3,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
268,650,1,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
120,650,5,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
966,72,1,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
194,328,5,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
693,856,3,at ipsum ac tellus semper interdum mauris ullamcorper purus sit
684,413,2,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
