id_album,id_artiste,nom_morceau,date_upload,duree,type_morceau
550,153,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,4/13/2008,0:04:07,Heavy Metal
298,55,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,3/6/1984,0:03:48,Other
603,174,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,6/24/1998,0:01:02,World
485,120,maecenas tristique est et tempus semper est quam pharetra magna ac consequat,9/4/2005,0:00:44,Hip Hop
611,191,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2/19/2019,0:00:45,Alternative
877,13,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,3/31/2015,0:01:26,Punk
659,106,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,4/11/1988,0:01:35,Indie
610,159,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,12/27/1987,0:07:33,Indie
928,168,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,5/23/2006,0:02:40,R&B
376,181,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,11/20/1994,0:01:44,R&B
810,145,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,4/24/1999,0:05:39,Folk
735,135,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,1/22/1984,0:09:14,Hip Hop
865,188,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,5/30/1980,0:03:23,Indie
125,93,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,11/4/1985,0:06:25,Other
704,76,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,12/20/1989,0:05:51,Folk
527,174,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,11/4/1984,0:09:10,Other
872,31,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2/21/1992,0:03:34,Country
566,19,molestie lorem quisque ut erat curabitur gravida nisi at nibh in,11/23/2000,0:01:59,Jazz
786,57,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,12/2/2011,0:02:47,Rap
736,146,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,6/25/2012,0:08:25,Alternative
695,81,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,10/3/2001,0:03:43,Reggae
97,152,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,11/12/2005,0:06:48,Indie
224,129,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,9/22/1989,0:07:37,Alternative
994,162,id turpis integer aliquet massa id lobortis convallis tortor risus,1/12/1998,0:02:02,Punk
499,175,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,12/22/2020,0:07:22,Indie
988,79,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,8/28/2011,0:03:06,Other
233,110,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,4/10/1988,0:01:53,Pop
517,135,suspendisse potenti in eleifend quam a odio in hac habitasse,8/16/2018,0:05:57,Classical
510,168,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,9/22/1980,0:02:03,Electronic
723,128,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,4/18/2001,0:00:42,Reggae
433,75,cubilia curae nulla dapibus dolor vel est donec odio justo,12/27/2017,0:04:28,Jazz
250,36,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,12/26/2021,0:04:17,Classical
681,182,nibh in lectus pellentesque at nulla suspendisse potenti cras in,5/4/1982,0:08:39,Reggae
429,82,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,9/18/1981,0:02:51,World
769,88,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,12/15/1992,0:03:58,R&B
650,126,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,3/31/2012,0:00:31,New Age
192,157,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,2/27/1992,0:05:56,Country
579,188,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,8/14/2019,0:08:56,Punk
809,68,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,1/14/2008,0:09:04,R&B
532,64,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,4/26/2016,0:02:39,Country
728,29,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,1/9/2009,0:01:59,New Age
501,112,mi sit amet lobortis sapien sapien non mi integer ac neque duis,3/24/1994,0:09:08,Reggae
1,163,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,7/13/2016,0:03:59,Classical
119,162,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,9/14/1981,0:04:05,Punk
372,33,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,6/21/1997,0:04:33,Indie
73,179,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,1/15/1989,0:09:57,Blues
55,84,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,2/18/2005,0:00:25,New Age
847,53,arcu sed augue aliquam erat volutpat in congue etiam justo etiam,9/23/2016,0:01:56,Rap
167,11,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,1/19/2015,0:05:11,Folk
513,51,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,12/26/2008,0:08:15,Other
224,98,convallis nunc proin at turpis a pede posuere nonummy integer non velit,10/6/1983,0:04:52,Reggae
149,122,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,1/15/2002,0:04:24,Rock
583,136,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,10/31/1984,0:00:25,Pop
710,119,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,9/2/1982,0:01:16,Jazz
684,108,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,12/8/2016,0:03:32,New Age
401,51,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,11/8/1996,0:05:16,Blues
338,11,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,5/2/2003,0:09:15,World
385,121,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2/28/1988,0:04:16,Folk
843,101,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,8/24/1991,0:04:55,Classical
858,174,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,10/24/2020,0:03:09,Folk
218,47,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,6/22/1997,0:02:12,Heavy Metal
300,105,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,2/17/2014,0:04:57,Folk
655,102,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,4/22/2016,0:01:42,Hip Hop
293,101,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,1/31/2012,0:09:31,Rock
934,66,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,12/24/2007,0:06:11,Blues
284,104,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,12/9/2002,0:07:37,Blues
280,18,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,9/13/2017,0:08:52,Blues
128,110,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,9/30/2000,0:08:36,Electronic
959,86,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,1/31/2004,0:08:58,Electronic
415,31,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,9/10/2021,0:01:37,New Age
597,196,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,5/13/1996,0:07:38,New Age
85,30,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,11/13/1996,0:02:42,Classical
137,88,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,10/19/2021,0:00:33,Reggae
694,99,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,8/15/1980,0:09:44,Rock
948,115,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,10/8/1996,0:02:58,Hip Hop
827,172,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,5/25/1980,0:08:43,Rock
898,116,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,9/4/2015,0:08:28,Punk
247,126,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,10/5/1989,0:09:37,Country
382,2,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,8/21/2000,0:05:58,R&B
900,156,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,12/1/2006,0:04:22,Country
737,129,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,7/5/1996,0:04:28,Heavy Metal
90,28,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2/19/2003,0:03:32,Classical
636,126,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,6/26/2005,0:04:49,World
218,146,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,9/6/2006,0:05:39,Blues
650,200,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,1/8/2022,0:01:37,Other
69,149,vehicula consequat morbi a ipsum integer a nibh in quis justo,10/3/1989,0:09:45,World
549,200,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,12/24/1993,0:09:21,Heavy Metal
216,42,eget tincidunt eget tempus vel pede morbi porttitor lorem id,12/18/2011,0:06:49,World
367,19,turpis enim blandit mi in porttitor pede justo eu massa donec,2/27/1991,0:06:47,Jazz
908,195,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,10/29/2013,0:07:47,Pop
156,41,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,3/29/2020,0:02:07,Hip Hop
46,16,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2/5/1995,0:01:06,Pop
206,72,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,1/19/1991,0:02:53,Rock
19,4,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,9/10/1989,0:05:19,Indie
714,62,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,1/23/2010,0:01:49,Rock
193,111,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,12/1/1986,0:03:47,Pop
868,53,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,5/19/1984,0:09:49,Electronic
632,134,sit amet justo morbi ut odio cras mi pede malesuada in,12/6/1990,0:02:02,Electronic
360,86,lorem id ligula suspendisse ornare consequat lectus in est risus,10/8/2002,0:07:18,Country
582,112,velit id pretium iaculis diam erat fermentum justo nec condimentum neque,9/30/2022,0:08:25,Alternative
273,41,maecenas tristique est et tempus semper est quam pharetra magna ac,9/7/2009,0:00:51,Pop
417,47,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,6/22/1999,0:02:51,Country
211,89,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,4/9/1996,0:07:24,Blues
63,161,sem praesent id massa id nisl venenatis lacinia aenean sit,6/7/1990,0:08:19,Alternative
632,116,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,6/4/1985,0:06:26,Rock
870,126,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,4/4/2017,0:01:05,Other
465,22,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,8/8/2018,0:00:08,Heavy Metal
80,64,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,11/17/1985,0:01:57,Alternative
765,144,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,4/22/2015,0:05:51,Jazz
476,65,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,4/25/2004,0:02:28,Pop
222,143,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,3/17/2020,0:06:25,World
198,78,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,9/25/1995,0:05:25,Jazz
112,189,condimentum neque sapien placerat ante nulla justo aliquam quis turpis,10/14/2009,0:06:53,Indie
569,164,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,10/2/2012,0:05:43,Electronic
810,1,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,12/23/2018,0:02:07,Reggae
125,59,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,12/16/2008,0:02:53,Pop
947,46,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,1/2/1997,0:06:38,Heavy Metal
200,170,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,4/27/2019,0:05:16,Rock
349,38,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,8/25/1990,0:09:30,Blues
850,157,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,5/6/2003,0:06:25,Alternative
448,7,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,3/13/1986,0:01:20,New Age
396,176,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,6/1/2017,0:07:17,Heavy Metal
98,66,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,8/17/1988,0:09:13,Country
373,80,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,1/1/1989,0:09:43,New Age
661,47,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,8/7/2016,0:07:31,Alternative
591,31,mauris vulputate elementum nullam varius nulla facilisi cras non velit,1/1/2002,0:00:02,Heavy Metal
117,32,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,7/19/2017,0:08:37,R&B
37,75,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,4/19/2013,0:07:37,New Age
833,80,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,3/4/2002,0:03:22,Heavy Metal
863,82,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,1/20/2014,0:01:14,Hip Hop
244,68,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,6/6/2004,0:05:33,Blues
947,108,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,3/22/2000,0:01:04,R&B
325,161,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,7/30/1980,0:06:24,Punk
921,165,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,11/5/1990,0:07:54,Electronic
638,43,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,10/9/1994,0:02:03,Indie
414,68,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,12/7/2022,0:07:09,Indie
634,118,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,9/30/1998,0:03:15,Classical
158,41,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,12/9/1988,0:05:38,Punk
167,41,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,12/21/1989,0:07:17,Indie
610,10,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,7/23/2013,0:01:13,Punk
433,134,in tempus sit amet sem fusce consequat nulla nisl nunc nisl,1/20/2020,0:04:39,Electronic
390,141,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,1/29/2022,0:01:11,Rap
851,160,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,6/6/2004,0:05:38,R&B
462,7,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,3/17/2013,0:05:01,World
335,173,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,11/22/2018,0:01:41,Pop
858,43,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,4/19/1983,0:09:16,Indie
379,99,semper sapien a libero nam dui proin leo odio porttitor id consequat,7/1/2012,0:01:11,Classical
294,140,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,6/4/1981,0:06:48,Rock
822,190,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,3/26/2015,0:05:20,Rap
772,134,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,10/26/2000,0:06:25,Blues
631,139,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,12/25/2010,0:06:39,New Age
352,160,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,8/25/2021,0:09:32,Hip Hop
140,158,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2/6/2003,0:01:31,Country
699,23,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,11/26/1999,0:00:36,Blues
39,52,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,12/16/2021,0:09:25,Other
852,27,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,10/4/1994,0:07:57,World
594,23,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,8/3/2018,0:07:34,Jazz
373,145,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,11/9/2005,0:01:10,Hip Hop
107,41,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,8/14/2022,0:00:46,Classical
915,110,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,4/8/2010,0:09:00,Heavy Metal
116,61,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,6/29/1996,0:05:43,Other
599,25,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,8/31/2004,0:01:01,Hip Hop
401,131,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,4/17/1999,0:00:27,Punk
146,42,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,1/25/2010,0:00:36,Country
442,46,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,9/26/2008,0:06:38,Pop
396,1,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,8/10/2006,0:04:49,Alternative
476,90,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,11/27/2016,0:02:59,Heavy Metal
44,53,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,5/11/1985,0:09:16,Alternative
106,134,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,7/5/2008,0:05:11,Electronic
666,142,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2/4/2011,0:00:53,Heavy Metal
416,14,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,2/13/1984,0:07:56,Rap
510,18,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,3/18/2004,0:02:12,Electronic
391,154,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,2/17/2015,0:03:09,Alternative
76,22,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,9/18/2022,0:04:14,Punk
361,38,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,5/2/2014,0:02:33,Blues
20,181,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,7/3/1988,0:09:31,Rock
32,12,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2/15/1988,0:01:23,Jazz
902,36,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,1/6/1999,0:07:58,Folk
488,123,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,9/15/2022,0:01:15,Pop
326,98,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,3/20/1991,0:06:53,World
150,164,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,4/26/1999,0:06:52,Electronic
706,71,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,4/18/2011,0:05:32,Punk
85,37,duis aliquam convallis nunc proin at turpis a pede posuere nonummy,1/3/2006,0:05:36,World
286,146,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,7/30/2002,0:00:52,Alternative
340,75,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,1/4/1987,0:02:24,Hip Hop
210,52,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2/22/2018,0:04:42,Jazz
998,132,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,12/2/1999,0:03:48,Indie
443,155,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,1/30/2017,0:06:35,World
294,80,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,7/25/2013,0:00:49,World
234,149,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,3/18/1993,0:05:04,Jazz
639,158,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,9/16/1984,0:08:35,Rock
859,189,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,3/20/1997,0:02:19,Electronic
160,193,sit amet lobortis sapien sapien non mi integer ac neque,11/2/2013,0:06:11,Heavy Metal
989,145,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,8/23/1989,0:01:54,Heavy Metal
194,39,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,4/23/1995,0:04:42,R&B
8,28,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,7/1/1993,0:00:19,R&B
891,182,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,12/25/1991,0:08:40,Reggae
239,108,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,8/23/2006,0:02:38,Reggae
613,8,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,8/10/2001,0:02:20,Other
53,94,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,10/16/1990,0:02:43,Jazz
729,60,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,5/20/1983,0:04:44,Jazz
179,131,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1/23/2022,0:00:47,World
684,68,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,9/24/1999,0:07:34,New Age
867,84,convallis nulla neque libero convallis eget eleifend luctus ultricies eu,1/15/1993,0:08:23,Other
311,170,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,12/21/1998,0:02:38,Other
810,163,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,9/22/2009,0:09:51,Punk
333,10,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,9/5/2004,0:02:57,Heavy Metal
538,45,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,12/3/1990,0:01:22,World
74,110,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,5/15/2017,0:02:22,Hip Hop
670,47,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/31/1988,0:09:02,Reggae
209,26,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,12/7/2022,0:04:05,Country
796,129,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,4/13/2002,0:09:28,Rap
579,22,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,6/6/2009,0:00:24,Electronic
302,23,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,12/7/1986,0:06:45,Electronic
617,171,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,5/23/2022,0:07:03,Pop
400,129,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,7/13/2016,0:07:59,Electronic
714,166,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,11/19/2022,0:02:59,Pop
868,130,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,8/23/1992,0:02:38,Other
249,136,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,6/4/2006,0:02:52,Pop
516,189,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,1/31/2008,0:01:57,Indie
713,46,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,3/18/1990,0:07:21,Alternative
