id_utilisateur,id_groupe,note,commentaire
160,27,1,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
571,135,1,urna ut tellus nulla ut erat id mauris vulputate elementum
55,185,2,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
722,197,5,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
737,3,3,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
830,138,5,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
642,113,1,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
820,157,4,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
47,89,3,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
765,120,1,ut dolor morbi vel lectus in quam fringilla rhoncus mauris
379,159,5,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
903,66,2,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
548,88,4,nibh ligula nec sem duis aliquam convallis nunc proin at
930,156,4,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
104,45,1,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
213,123,1,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
194,197,2,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
133,9,2,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
936,157,3,est congue elementum in hac habitasse platea dictumst morbi vestibulum
816,91,4,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
129,22,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
878,5,4,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
893,29,2,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
617,169,2,dui maecenas tristique est et tempus semper est quam pharetra magna ac
266,72,3,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
276,84,2,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
111,23,4,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
378,173,5,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
464,129,1,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
533,62,2,ligula sit amet eleifend pede libero quis orci nullam molestie
294,149,5,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
113,54,1,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
619,126,3,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
179,180,5,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
687,23,3,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
678,29,3,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
499,9,3,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
825,186,4,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
472,26,3,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
949,199,5,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
383,166,1,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
485,199,5,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
92,151,1,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
393,150,5,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
538,198,5,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
479,127,2,nisi at nibh in hac habitasse platea dictumst aliquam augue quam
506,24,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
219,151,2,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
575,72,1,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
721,137,1,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
368,21,2,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
714,88,4,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
433,131,5,non interdum in ante vestibulum ante ipsum primis in faucibus
913,134,1,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
372,198,5,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
842,162,1,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
111,181,4,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
952,45,4,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
364,10,4,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
989,168,5,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
653,16,5,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
324,138,4,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
426,129,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
920,52,5,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
778,58,4,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
176,166,4,nunc purus phasellus in felis donec semper sapien a libero nam
656,16,3,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
77,102,4,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
41,187,2,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
498,200,5,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
327,117,4,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
394,156,2,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
275,132,3,nulla elit ac nulla sed vel enim sit amet nunc viverra
589,102,3,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
388,52,4,molestie sed justo pellentesque viverra pede ac diam cras pellentesque
375,24,3,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
617,128,1,dui proin leo odio porttitor id consequat in consequat ut
503,30,3,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
750,98,5,erat eros viverra eget congue eget semper rutrum nulla nunc purus
380,73,4,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
978,197,1,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
854,89,2,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
235,51,3,eleifend luctus ultricies eu nibh quisque id justo sit amet
387,171,1,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
868,4,5,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
99,120,4,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
983,127,1,libero convallis eget eleifend luctus ultricies eu nibh quisque id
716,73,3,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
1,172,1,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
518,115,5,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
604,178,1,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
100,22,4,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
593,25,5,in consequat ut nulla sed accumsan felis ut at dolor quis
173,151,5,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
679,68,3,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
659,108,5,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
568,90,3,at nibh in hac habitasse platea dictumst aliquam augue quam
410,136,3,convallis morbi odio odio elementum eu interdum eu tincidunt in
147,55,5,dui nec nisi volutpat eleifend donec ut dolor morbi vel
124,113,4,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
44,126,5,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
675,103,4,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
325,28,4,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
305,129,2,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
709,132,4,risus praesent lectus vestibulum quam sapien varius ut blandit non
529,45,5,in hac habitasse platea dictumst etiam faucibus cursus urna ut
349,162,2,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
861,74,4,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
762,22,3,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
112,200,2,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
784,35,4,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque
73,14,2,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
380,163,3,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
593,181,4,pellentesque volutpat dui maecenas tristique est et tempus semper est quam
117,37,5,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
359,164,2,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
159,130,1,curae duis faucibus accumsan odio curabitur convallis duis consequat dui
219,52,1,quisque ut erat curabitur gravida nisi at nibh in hac
70,128,5,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
613,121,1,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
963,30,3,ut mauris eget massa tempor convallis nulla neque libero convallis
962,21,2,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
678,132,2,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
23,145,4,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
95,17,1,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
748,44,5,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
68,61,2,tincidunt eget tempus vel pede morbi porttitor lorem id ligula
909,108,4,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
151,67,1,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
69,52,5,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
693,56,2,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
344,63,3,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
169,56,2,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
263,182,5,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
914,168,3,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
592,123,5,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
182,148,3,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in
770,102,3,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
721,105,3,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
585,62,4,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
415,167,2,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
212,194,3,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
230,122,2,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
580,181,1,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
864,1,3,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
330,77,5,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
500,174,2,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
840,134,4,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
30,171,3,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
582,151,5,sed ante vivamus tortor duis mattis egestas metus aenean fermentum
590,3,4,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
856,116,2,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
227,147,1,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
365,142,1,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
66,88,1,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
481,61,5,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
182,34,3,quam sapien varius ut blandit non interdum in ante vestibulum
959,122,5,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
123,186,1,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
611,4,2,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
181,86,3,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
704,198,2,iaculis diam erat fermentum justo nec condimentum neque sapien placerat
401,4,5,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
35,133,5,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
77,113,4,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
58,171,4,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
187,62,5,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
191,147,2,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
160,7,3,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
321,156,3,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
642,140,2,in porttitor pede justo eu massa donec dapibus duis at velit eu
437,84,1,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
754,74,1,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
187,105,1,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
622,6,3,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
859,143,2,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
857,92,3,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
720,136,3,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
47,30,2,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
684,123,1,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
689,82,2,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
907,61,1,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
412,84,4,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
903,34,4,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
256,31,1,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
33,8,3,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
436,182,2,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
219,13,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
873,174,5,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
558,108,5,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
595,59,4,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
484,2,1,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
866,193,5,eget eleifend luctus ultricies eu nibh quisque id justo sit
755,118,1,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
172,108,3,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
394,117,5,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
799,50,5,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
106,117,5,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
40,58,4,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
432,58,3,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
503,152,1,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
835,121,5,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
482,31,5,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
924,93,2,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
697,134,1,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
628,62,5,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
273,108,5,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent
214,42,4,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
771,180,1,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
234,140,4,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
917,4,1,vel sem sed sagittis nam congue risus semper porta volutpat
326,73,1,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
531,113,3,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
507,142,3,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
2,17,4,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
939,3,5,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
425,11,2,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
633,14,5,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
617,187,5,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
771,111,2,mi sit amet lobortis sapien sapien non mi integer ac
669,38,2,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
134,139,2,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
70,198,4,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
325,79,4,congue risus semper porta volutpat quam pede lobortis ligula sit amet
674,62,2,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
253,38,3,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
918,143,2,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
362,172,4,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
312,84,3,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
173,68,1,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
692,75,5,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
320,46,3,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
898,118,2,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
511,24,1,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
962,116,2,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
897,144,2,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
265,199,5,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
449,74,2,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
565,72,3,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
263,26,1,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
785,41,3,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
574,168,5,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
129,165,3,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
688,193,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
978,33,1,quis odio consequat varius integer ac leo pellentesque ultrices mattis
478,61,1,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
77,81,4,velit eu est congue elementum in hac habitasse platea dictumst
819,50,3,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
714,144,3,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
645,43,2,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
425,74,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
331,6,2,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
654,92,5,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
327,68,2,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
717,122,5,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
688,42,3,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
772,184,4,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
165,77,4,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
979,49,3,erat volutpat in congue etiam justo etiam pretium iaculis justo
15,39,2,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
58,134,2,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
756,19,3,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
866,153,1,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
105,130,1,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
39,116,3,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
238,178,5,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
431,10,1,pellentesque eget nunc donec quis orci eget orci vehicula condimentum
530,177,4,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
188,167,2,quam pharetra magna ac consequat metus sapien ut nunc vestibulum
500,67,2,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
489,171,5,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
531,194,5,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
684,138,2,quis turpis eget elit sodales scelerisque mauris sit amet eros
203,151,2,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
280,148,1,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
310,116,5,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
474,114,4,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
31,112,2,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
178,23,1,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
763,21,5,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
779,50,3,in libero ut massa volutpat convallis morbi odio odio elementum eu
562,85,2,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
43,196,2,varius nulla facilisi cras non velit nec nisi vulputate nonummy
458,105,3,pharetra magna ac consequat metus sapien ut nunc vestibulum ante
887,53,1,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
972,136,3,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
569,188,3,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
583,11,1,nulla suscipit ligula in lacus curabitur at ipsum ac tellus
322,59,1,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
678,145,2,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
630,142,2,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
349,8,1,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
873,108,4,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
245,101,5,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
214,28,4,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
414,176,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
