id_utilisateur,id_morceau,note,commentaire
573,380,3,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
116,504,3,pellentesque eget nunc donec quis orci eget orci vehicula condimentum
95,105,1,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
891,956,2,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
82,9,2,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
895,11,3,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
877,882,5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
78,866,5,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
947,638,3,sollicitudin mi sit amet lobortis sapien sapien non mi integer
307,540,5,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
424,596,4,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
617,645,1,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
54,9,4,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
353,10,1,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
834,422,1,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
655,566,3,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
930,701,2,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
529,124,5,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
216,895,3,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
626,206,1,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
40,520,5,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
987,466,1,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
368,208,5,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
912,489,2,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
732,149,1,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
480,606,5,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
294,337,4,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
244,375,4,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
922,871,1,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
396,863,5,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
180,507,2,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
634,505,4,ligula vehicula consequat morbi a ipsum integer a nibh in
346,858,5,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
260,438,1,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
859,275,3,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
385,836,1,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
99,643,1,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
679,633,4,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
952,432,3,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
59,820,5,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
302,5,3,ultrices posuere cubilia curae nulla dapibus dolor vel est donec
668,275,5,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
676,194,5,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
831,31,5,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
372,244,3,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
290,72,1,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
611,50,2,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
955,534,1,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
540,949,3,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
182,635,5,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
817,137,3,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
332,941,5,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
58,770,3,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
310,722,4,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
480,416,2,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
743,216,4,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
169,768,1,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
903,810,1,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
829,707,1,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
209,228,1,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
238,671,3,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
907,830,4,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
93,764,2,sapien quis libero nullam sit amet turpis elementum ligula vehicula
659,57,4,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
850,853,1,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
460,916,5,velit eu est congue elementum in hac habitasse platea dictumst morbi
590,252,3,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
451,973,1,fusce congue diam id ornare imperdiet sapien urna pretium nisl
33,908,2,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
203,14,2,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
863,699,5,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
699,436,1,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
337,120,1,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
115,97,4,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
975,760,4,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
977,921,3,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
535,994,1,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
742,18,2,ut massa volutpat convallis morbi odio odio elementum eu interdum
504,93,5,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
233,13,4,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
536,882,1,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
343,520,3,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
48,706,3,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
741,853,1,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
216,523,4,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
280,515,2,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
223,418,3,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
368,942,4,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
172,139,2,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
395,205,2,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
857,988,2,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
653,837,3,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
898,787,3,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
566,897,5,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
807,534,3,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
208,335,5,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
614,307,1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
19,312,3,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
873,96,1,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
857,159,4,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
863,137,5,cras mi pede malesuada in imperdiet et commodo vulputate justo in
622,278,5,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
981,924,4,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
409,773,4,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
825,796,2,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
970,492,5,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
855,858,1,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
185,155,5,lectus in est risus auctor sed tristique in tempus sit amet sem fusce
966,440,4,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
390,240,3,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
895,225,2,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
947,200,2,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
35,17,2,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
414,296,1,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
881,154,4,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
70,566,5,in leo maecenas pulvinar lobortis est phasellus sit amet erat
42,158,1,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
110,848,3,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
910,82,1,elementum ligula vehicula consequat morbi a ipsum integer a nibh in
813,332,5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
111,73,4,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
375,20,5,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
233,750,2,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
892,103,3,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
428,605,1,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
86,345,2,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
972,237,1,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
41,546,2,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
575,393,4,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
280,526,1,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
705,293,2,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
389,20,3,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
434,55,4,lobortis est phasellus sit amet erat nulla tempus vivamus in
311,119,3,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
589,590,5,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
770,50,2,ante vestibulum ante ipsum primis in faucibus orci luctus et
212,544,4,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
263,377,5,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
904,517,1,quisque erat eros viverra eget congue eget semper rutrum nulla
530,386,4,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
8,447,3,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
631,336,1,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
718,366,1,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
445,291,1,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
39,398,5,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
790,669,5,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
367,423,4,rutrum nulla nunc purus phasellus in felis donec semper sapien a
381,605,5,venenatis lacinia aenean sit amet justo morbi ut odio cras mi
33,636,4,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
809,526,5,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
545,986,5,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
380,567,4,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
655,103,1,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
837,864,3,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
80,272,3,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
959,558,3,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
159,239,1,pretium quis lectus suspendisse potenti in eleifend quam a odio
426,342,2,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
358,700,3,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
332,907,5,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
313,978,2,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
602,998,1,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
572,296,5,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
857,117,2,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
929,270,2,turpis a pede posuere nonummy integer non velit donec diam neque
736,400,4,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
169,849,4,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
849,178,2,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
809,852,4,neque sapien placerat ante nulla justo aliquam quis turpis eget
161,745,4,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
202,65,4,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
298,783,1,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
592,2,1,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
309,966,5,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
554,51,3,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
16,830,1,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
448,930,1,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
841,391,3,blandit non interdum in ante vestibulum ante ipsum primis in
903,398,5,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
160,520,4,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
174,548,4,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
923,380,5,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
662,755,5,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
869,514,5,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
39,856,3,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
787,462,2,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
726,47,4,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
891,928,5,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
1000,804,2,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
635,819,3,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
968,791,2,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
861,502,4,nec molestie sed justo pellentesque viverra pede ac diam cras
670,536,2,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
479,243,2,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
882,714,4,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
445,305,4,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
202,217,3,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
573,44,2,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
698,369,2,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
80,522,1,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
730,124,4,donec vitae nisi nam ultrices libero non mattis pulvinar nulla
94,882,4,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
794,842,4,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
640,749,1,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
935,443,5,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
797,227,3,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
236,43,2,augue vel accumsan tellus nisi eu orci mauris lacinia sapien
668,831,2,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
920,487,5,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
33,627,2,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
554,188,3,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
136,299,2,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
842,868,4,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
930,101,1,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
54,409,2,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
597,509,2,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
864,242,5,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
942,130,2,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
272,470,1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
396,890,5,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
396,299,4,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
151,78,4,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
573,632,2,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
789,607,4,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
996,825,4,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
290,816,4,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
858,556,5,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
616,487,1,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
985,606,5,eleifend donec ut dolor morbi vel lectus in quam fringilla
400,774,3,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
509,887,2,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
150,935,1,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
526,998,2,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
328,461,4,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
90,616,4,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
427,588,1,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
363,528,3,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
608,684,1,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
870,132,5,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
471,853,3,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
873,108,3,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
541,470,3,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
513,979,4,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
251,104,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
521,350,2,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
837,572,5,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
837,573,3,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
637,280,5,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
597,269,5,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
716,830,3,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
931,19,5,curabitur in libero ut massa volutpat convallis morbi odio odio elementum
742,320,2,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
415,476,1,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
524,518,3,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
571,988,4,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
557,264,5,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
654,6,4,libero rutrum ac lobortis vel dapibus at diam nam tristique
939,509,4,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
689,965,5,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
368,681,2,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
988,420,5,erat id mauris vulputate elementum nullam varius nulla facilisi cras
885,895,4,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
644,372,3,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
359,878,3,duis mattis egestas metus aenean fermentum donec ut mauris eget
678,651,3,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
970,521,5,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
390,279,1,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
701,832,1,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
971,588,3,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
178,825,3,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
915,804,4,gravida nisi at nibh in hac habitasse platea dictumst aliquam
983,635,4,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
245,845,3,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
407,54,4,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
226,455,2,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
662,980,4,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
947,979,3,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
299,384,4,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
94,383,2,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
298,872,4,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
118,343,1,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
503,23,4,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
17,941,5,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
990,895,3,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
508,383,3,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
918,250,3,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
94,767,4,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
653,499,2,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
453,862,1,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus
817,245,5,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
54,4,5,nisi eu orci mauris lacinia sapien quis libero nullam sit
242,890,5,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
453,411,1,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
